Extra_runs_ID,Match_Id,Over_Id,Ball_Id,Extra_Type_Id,Extra_Runs,Innings_No
1799,419120,4,1,1,1,1
1800,419120,4,5,2,1,1
1801,419120,4,5,2,1,2
1802,419120,6,2,4,1,1
1803,419120,9,3,2,1,2
1804,419120,11,3,2,1,2
1805,419120,11,5,2,1,2
1806,419120,13,3,2,1,1
1807,419120,17,1,2,1,1
1808,419120,20,3,1,1,1
1809,419121,1,3,2,1,2
1810,419121,5,6,4,1,1
1811,419121,7,1,2,1,2
1812,419121,7,4,1,1,1
1813,419121,7,4,1,1,2
1814,419121,8,4,2,2,1
1815,419121,9,4,2,1,1
1816,419121,10,6,2,1,1
1817,419121,11,4,2,1,1
1818,419121,12,3,1,1,1
1819,419121,12,6,2,1,2
1820,419121,13,2,2,1,2
1821,419121,13,3,1,1,2
1822,419121,13,4,2,1,2
1823,419121,14,2,2,1,2
1824,419121,15,5,2,1,2
1825,419121,17,4,2,1,2
1826,419121,18,2,1,1,1
1827,419121,20,4,1,1,1
1828,419122,1,3,1,1,2
1829,419122,2,5,2,1,1
1830,419122,4,5,2,1,2
1831,419122,13,4,1,1,2
1832,419122,14,1,1,4,2
1833,419122,15,1,2,1,2
1834,419122,18,3,1,4,2
1835,419123,2,1,2,1,1
1836,419123,2,6,2,1,1
1837,419123,2,6,1,1,2
1838,419123,4,3,1,1,1
1839,419123,7,2,2,1,1
1840,419123,7,6,1,1,1
1841,419123,12,2,1,1,2
1842,419123,15,5,1,1,2
1843,419123,18,3,1,1,2
1844,419123,18,6,1,1,1
1845,419123,19,1,2,1,2
1846,419123,20,2,1,1,1
1847,419123,20,6,3,1,1
1848,419124,1,3,3,1,2
1849,419124,2,2,2,1,1
1850,419124,2,6,2,1,1
1851,419124,3,1,2,1,1
1852,419124,3,4,1,4,1
1853,419124,3,5,1,1,2
1854,419124,3,7,1,1,1
1855,419124,4,3,2,1,1
1856,419124,8,3,1,1,1
1857,419124,11,5,1,1,1
1858,419124,15,6,1,1,1
1859,419124,16,4,1,1,1
1860,419124,17,2,1,1,1
1861,419125,1,3,4,1,1
1862,419125,1,4,1,1,1
1863,419125,11,3,1,1,2
1864,419125,17,3,2,1,2
1865,419125,17,6,1,1,2
1866,419125,18,2,3,1,2
1867,419126,1,1,2,1,2
1868,419126,2,5,4,1,2
1869,419126,4,4,1,1,2
1870,419126,5,4,2,1,2
1871,419126,6,2,2,1,2
1872,419126,6,3,1,2,2
1873,419126,11,1,2,1,2
1874,419126,12,3,2,1,2
1875,419126,13,3,1,1,1
1876,419126,13,5,2,1,2
1877,419126,14,2,2,1,1
1878,419126,19,1,2,1,2
1879,419126,20,1,2,1,1
1880,419126,20,2,3,2,2
1881,419126,20,6,1,1,1
1882,419127,1,3,3,1,1
1883,419127,1,6,3,4,1
1884,419127,3,3,2,1,2
1885,419127,3,4,2,1,2
1886,419127,3,5,2,1,1
1887,419127,3,7,3,1,1
1888,419127,4,6,2,1,2
1889,419127,6,2,2,1,1
1890,419127,6,4,2,1,1
1891,419127,7,2,1,1,1
1892,419127,8,3,2,1,2
1893,419127,12,1,2,1,1
1894,419127,15,5,2,1,1
1895,419127,16,3,1,1,1
1896,419127,17,5,1,1,1
1897,419127,19,5,2,1,1
1898,419128,2,2,2,1,2
1899,419128,2,7,2,1,2
1900,419128,3,6,2,1,2
1901,419128,4,5,2,1,2
1902,419128,5,2,4,1,1
1903,419128,5,6,2,1,1
1904,419128,7,6,1,4,1
1905,419128,8,1,1,1,1
1906,419128,8,3,2,1,1
1907,419128,9,3,1,4,2
1908,419128,9,4,2,1,1
1909,419128,10,3,1,1,1
1910,419128,12,3,2,1,2
1911,419128,12,5,1,3,1
1912,419128,15,5,1,1,1
1913,419128,17,1,2,1,2
1914,419128,17,6,1,1,2
1915,419129,2,1,4,1,1
1916,419129,2,2,2,1,2
1917,419129,4,5,4,1,1
1918,419129,6,4,2,1,2
1919,419129,6,5,2,1,1
1920,419129,7,3,1,1,2
1921,419129,9,1,2,1,1
1922,419129,9,6,2,1,1
1923,419129,9,6,2,1,2
1924,419129,10,6,1,1,2
1925,419129,11,2,2,1,1
1926,419129,13,4,2,1,1
1927,419129,13,5,1,1,1
1928,419129,17,2,1,1,1
1929,419129,17,6,1,1,1
1930,419129,19,4,4,1,2
1931,419130,1,2,2,1,1
1932,419130,1,6,1,1,2
1933,419130,2,1,2,1,1
1934,419130,2,4,2,5,2
1935,419130,3,2,1,1,1
1936,419130,3,2,2,1,2
1937,419130,3,6,2,1,1
1938,419130,3,6,2,1,2
1939,419130,4,1,2,1,1
1940,419130,5,4,4,1,2
1941,419130,5,6,2,1,2
1942,419130,7,6,1,1,2
1943,419130,8,4,1,1,1
1944,419130,8,4,2,1,2
1945,419130,11,2,1,1,2
1946,419130,11,5,2,1,1
1947,419130,11,7,1,1,1
1948,419130,12,5,4,1,1
1949,419130,13,4,2,1,1
1950,419130,14,5,2,1,1
1951,419130,15,2,1,1,2
1952,419130,17,1,1,1,1
1953,419130,17,6,2,1,1
1954,419130,20,5,2,1,1
1955,419131,2,1,2,1,1
1956,419131,2,6,2,1,1
1957,419131,3,4,1,1,1
1958,419131,4,6,1,4,2
1959,419131,5,3,1,1,1
1960,419131,5,5,2,1,1
1961,419131,7,4,2,1,2
1962,419131,7,7,2,1,2
1963,419131,10,2,2,1,1
1964,419131,13,4,2,1,1
1965,419131,14,1,2,5,2
1966,419131,16,2,2,1,1
1967,419131,18,4,2,1,1
1968,419131,20,3,3,1,1
1969,419131,20,6,3,1,1
1970,419132,1,5,4,1,1
1971,419132,1,6,3,4,1
1972,419132,2,4,2,1,2
1973,419132,2,7,2,1,2
1974,419132,3,4,2,1,1
1975,419132,5,3,2,1,1
1976,419132,5,5,2,1,2
1977,419132,6,3,4,1,1
1978,419132,7,2,2,1,2
1979,419132,9,1,2,1,1
1980,419132,9,6,2,1,1
1981,419132,12,3,2,1,1
1982,419132,14,5,3,4,1
1983,419132,17,6,2,1,1
1984,419132,17,7,2,1,1
1985,419132,18,5,2,1,1
1986,419132,19,6,2,1,2
1987,419132,20,3,3,1,2
1988,419133,1,1,1,1,2
1989,419133,1,2,1,1,2
1990,419133,3,3,2,1,2
1991,419133,3,5,1,1,2
1992,419133,4,1,2,1,1
1993,419133,6,1,4,1,2
1994,419133,7,6,2,1,2
1995,419133,10,2,2,1,1
1996,419133,13,1,2,1,1
1997,419133,13,2,2,1,2
1998,419133,14,2,1,4,2
1999,419133,16,5,2,1,2
2000,419133,17,2,2,1,1
2001,419133,17,6,1,1,1
2002,419133,17,7,2,1,1
2003,419133,18,3,1,4,2
2004,419133,18,5,2,1,1
2005,419133,19,1,2,1,1
2006,419134,2,3,2,1,1
2007,419134,2,5,1,1,1
2008,419134,3,4,2,1,1
2009,419134,7,4,2,1,2
2010,419134,15,5,2,1,2
2011,419134,16,1,2,1,2
2012,419134,16,2,1,1,2
2013,419134,16,7,1,1,2
2014,419134,20,5,1,1,2
2015,419135,1,3,2,1,1
2016,419135,1,5,3,2,2
2017,419135,2,5,1,4,2
2018,419135,4,5,4,1,1
2019,419135,4,6,4,1,1
2020,419135,4,6,2,1,2
2021,419135,4,7,2,1,1
2022,419135,6,1,1,1,2
2023,419135,6,6,2,1,2
2024,419135,7,3,2,1,1
2025,419135,9,2,2,1,2
2026,419135,9,7,2,1,2
2027,419135,10,6,2,1,1
2028,419135,12,4,3,1,1
2029,419135,15,3,2,1,1
2030,419135,20,1,4,1,1
2031,419135,20,2,4,1,1
2032,419136,1,5,2,1,2
2033,419136,2,1,2,1,1
2034,419136,2,4,2,1,2
2035,419136,3,3,2,1,1
2036,419136,3,6,2,1,1
2037,419136,6,1,1,1,2
2038,419136,7,4,1,1,2
2039,419136,10,2,2,1,2
2040,419136,11,4,2,1,2
2041,419136,12,3,3,1,2
2042,419136,14,2,2,1,2
2043,419136,14,6,4,1,1
2044,419136,16,5,4,1,2
2045,419136,16,6,1,1,2
2046,419136,17,6,3,1,2
2047,419137,2,4,1,4,1
2048,419137,2,6,2,1,2
2049,419137,4,2,1,1,2
2050,419137,5,2,3,4,1
2051,419137,6,1,2,5,2
2052,419137,6,2,2,5,1
2053,419137,8,4,1,1,2
2054,419137,8,6,2,1,2
2055,419137,9,5,2,1,1
2056,419137,9,6,2,1,1
2057,419137,13,6,2,5,2
2058,419137,16,5,2,1,2
2059,419137,16,7,2,1,2
2060,419137,17,4,2,1,1
2061,419137,18,3,1,2,1
2062,419137,18,6,2,1,1
2063,419137,18,7,2,1,1
2064,419137,20,4,2,1,2
2065,419137,20,6,4,1,1
2066,419138,2,4,3,1,2
2067,419138,3,5,1,1,1
2068,419138,5,3,1,1,2
2069,419138,5,4,2,1,1
2070,419138,6,6,2,1,1
2071,419138,6,7,2,1,1
2072,419138,12,2,1,1,2
2073,419138,14,3,2,1,1
2074,419138,15,5,1,1,2
2075,419138,16,4,2,1,2
2076,419138,17,5,2,1,2
2077,419138,18,1,1,1,2
2078,419138,18,5,1,1,2
2079,419138,19,6,4,1,2
2080,419138,19,7,4,1,2
2081,419139,3,3,2,1,1
2082,419139,4,6,2,1,1
2083,419139,4,6,2,1,2
2084,419139,5,2,1,1,1
2085,419139,8,4,1,1,1
2086,419139,10,4,1,1,1
2087,419139,11,5,2,1,2
2088,419139,12,3,2,1,2
2089,419139,14,5,2,2,1
2090,419139,18,1,1,1,1
2091,419139,18,2,4,5,1
2092,419140,1,2,2,1,2
2093,419140,2,5,1,1,1
2094,419140,2,5,2,1,2
2095,419140,4,1,1,1,1
2096,419140,5,4,2,5,1
2097,419140,6,3,1,1,2
2098,419140,7,2,2,1,2
2099,419140,7,6,2,1,1
2100,419140,10,5,1,1,2
2101,419140,12,4,1,1,1
2102,419140,14,5,2,1,1
2103,419140,15,4,2,1,2
2104,419140,17,2,1,1,1
2105,419140,17,4,2,1,1
2106,419140,17,6,2,1,1
2107,419140,18,3,2,1,2
2108,419140,18,4,4,1,1
2109,419141,2,3,4,1,2
2110,419141,8,3,2,5,1
2111,419141,10,3,1,1,2
2112,419141,10,5,1,1,2
2113,419141,12,4,1,1,2
2114,419141,12,5,2,1,1
2115,419141,16,3,4,1,1
2116,419141,17,6,3,2,1
2117,419141,17,6,2,5,2
2118,419141,20,1,2,1,2
2119,419141,20,2,1,1,1
2120,419141,20,4,2,1,1
2121,419142,3,1,2,1,2
2122,419142,3,2,1,1,2
2123,419142,4,3,3,4,2
2124,419142,7,1,2,1,2
2125,419142,9,4,3,3,1
2126,419142,13,5,1,1,2
2127,419142,14,1,2,1,2
2128,419142,15,6,2,1,1
2129,419142,16,1,4,1,2
2130,419142,16,3,2,1,2
2131,419142,17,5,1,1,2
2132,419142,18,6,1,3,2
2133,419142,19,3,3,1,1
2134,419142,20,6,2,1,1
2135,419143,1,1,2,1,1
2136,419143,1,2,2,2,1
2137,419143,3,1,2,1,1
2138,419143,9,1,2,1,2
2139,419143,9,5,2,1,2
2140,419143,11,2,1,1,1
2141,419143,11,6,4,1,2
2142,419143,11,7,3,1,2
2143,419143,15,1,1,1,1
2144,419143,16,1,1,1,2
2145,419143,17,6,2,1,2
2146,419143,18,1,1,1,2
2147,419143,19,4,2,1,1
2148,419144,1,3,2,1,1
2149,419144,2,2,2,1,1
2150,419144,3,1,2,1,2
2151,419144,3,7,1,1,2
2152,419144,4,4,4,1,1
2153,419144,6,4,1,1,2
2154,419144,7,5,2,1,2
2155,419144,12,2,1,1,1
2156,419144,13,6,2,5,1
2157,419144,13,7,2,2,1
2158,419144,16,6,1,1,2
2159,419144,20,1,2,1,1
2160,419144,20,2,2,1,1
2161,419145,2,5,4,1,2
2162,419145,5,6,4,1,1
2163,419145,6,4,1,1,2
2164,419145,12,3,2,1,1
2165,419145,14,4,2,1,1
2166,419145,16,6,1,1,1
2167,419145,20,3,1,3,1
2168,419145,20,6,3,1,1
2169,419146,2,1,2,1,2
2170,419146,2,2,2,1,2
2171,419146,2,4,2,1,2
2172,419146,2,5,2,1,2
2173,419146,3,2,2,1,1
2174,419146,3,7,1,4,1
2175,419146,5,5,2,1,2
2176,419146,7,6,4,1,2
2177,419146,9,2,1,2,2
2178,419146,11,4,3,2,1
2179,419146,14,1,2,1,1
2180,419146,14,6,3,1,2
2181,419146,16,1,2,1,1
2182,419146,19,4,2,3,1
2183,419146,20,2,2,1,2
2184,419147,3,4,3,1,1
2185,419147,3,6,2,5,1
2186,419147,4,1,2,1,2
2187,419147,4,3,2,1,2
2188,419147,4,6,2,1,1
2189,419147,7,1,2,5,1
2190,419147,7,6,2,1,2
2191,419147,8,4,2,1,1
2192,419147,9,1,2,1,1
2193,419147,9,2,4,1,2
2194,419147,10,1,2,1,1
2195,419147,11,4,2,1,2
2196,419147,12,3,2,1,2
2197,419147,13,5,2,1,1
2198,419147,15,5,1,1,2
2199,419147,16,3,1,1,2
2200,419147,16,6,1,2,2
2201,419147,17,4,4,1,2
2202,419147,17,5,4,1,1
2203,419147,17,6,2,1,2
2204,419147,17,7,1,1,2
2205,419147,20,1,2,1,2
2206,419147,20,3,1,1,1
2207,419148,1,2,2,1,2
2208,419148,1,4,2,1,1
2209,419148,1,6,2,1,1
2210,419148,3,2,2,1,2
2211,419148,3,6,4,1,2
2212,419148,3,7,4,1,2
2213,419148,4,2,1,1,1
2214,419148,5,6,1,1,2
2215,419148,6,1,2,1,1
2216,419148,6,4,1,1,1
2217,419148,9,1,2,2,1
2218,419148,12,2,1,1,2
2219,419148,12,3,2,1,2
2220,419148,12,5,2,1,2
2221,419148,13,5,2,1,1
2222,419148,15,5,4,1,2
2223,419148,19,1,2,1,1
2224,419149,2,6,2,1,1
2225,419149,2,6,1,1,2
2226,419149,3,3,1,1,2
2227,419149,4,2,2,1,1
2228,419149,4,4,2,1,2
2229,419149,5,1,2,1,1
2230,419149,5,3,1,1,2
2231,419149,5,4,2,1,1
2232,419149,8,2,2,1,2
2233,419149,9,3,2,1,2
2234,419149,10,6,2,1,1
2235,419149,12,4,1,1,1
2236,419149,12,4,3,1,2
2237,419149,14,2,1,1,2
2238,419149,15,1,2,1,1
2239,419149,19,5,2,1,2
2240,419150,1,2,2,1,1
2241,419150,1,4,2,1,1
2242,419150,2,1,2,1,1
2243,419150,2,7,2,1,1
2244,419150,4,4,2,1,1
2245,419150,4,6,2,1,2
2246,419150,5,2,1,1,2
2247,419150,5,4,2,1,1
2248,419150,9,3,2,1,2
2249,419150,10,3,2,1,2
2250,419150,10,5,2,2,2
2251,419150,12,6,1,1,2
2252,419150,14,3,2,1,1
2253,419150,14,5,2,1,1
2254,419150,14,7,1,1,1
2255,419150,15,5,2,5,1
2256,419150,17,3,2,1,1
2257,419150,17,3,2,1,2
2258,419151,2,2,1,1,2
2259,419151,8,4,2,1,2
2260,419151,12,4,2,1,2
2261,419151,15,3,1,1,1
2262,419151,17,2,1,1,1
2263,419151,17,3,2,1,2
2264,419151,20,1,1,1,1
2265,419151,20,4,2,1,1
2266,419152,2,1,2,1,1
2267,419152,2,2,2,1,2
2268,419152,3,1,1,1,2
2269,419152,3,6,2,1,2
2270,419152,4,1,2,1,2
2271,419152,4,2,2,1,1
2272,419152,11,3,1,1,1
2273,419152,13,1,1,1,1
2274,419152,13,2,2,1,1
2275,419152,13,4,1,1,2
2276,419152,16,1,2,1,2
2277,419152,16,2,1,1,1
2278,419152,19,4,2,1,2
2279,419152,20,1,2,1,2
2280,419152,20,5,3,2,1
2281,419153,1,5,2,1,1
2282,419153,3,6,2,1,1
2283,419153,4,2,2,2,2
2284,419153,5,6,1,1,2
2285,419153,6,3,2,1,1
2286,419153,7,4,1,1,1
2287,419153,7,5,2,5,1
2288,419153,9,4,2,5,2
2289,419153,9,7,1,1,2
2290,419153,10,3,1,1,2
2291,419153,16,5,2,1,2
2292,419153,18,4,2,1,1
2293,419153,20,5,2,1,1
2294,419154,2,2,2,1,1
2295,419154,2,7,2,1,1
2296,419154,3,1,2,5,1
2297,419154,3,3,1,1,2
2298,419154,4,6,1,1,2
2299,419154,7,1,2,1,1
2300,419154,7,6,2,5,1
2301,419154,10,1,2,1,2
2302,419154,14,3,1,2,2
2303,419154,14,5,1,1,1
2304,419154,15,4,1,1,2
2305,419154,16,1,2,1,1
2306,419154,16,5,2,1,1
2307,419154,17,1,1,1,1
2308,419154,20,2,2,1,1
2309,419155,1,1,2,1,1
2310,419155,1,2,1,1,2
2311,419155,3,2,2,1,1
2312,419155,3,3,2,1,1
2313,419155,5,2,1,1,1
2314,419155,6,6,2,5,2
2315,419155,7,3,2,1,1
2316,419155,7,6,2,1,2
2317,419155,8,4,2,1,1
2318,419155,11,2,1,1,1
2319,419155,11,3,1,1,1
2320,419155,11,4,1,1,1
2321,419155,13,6,2,1,1
2322,419155,17,2,2,1,1
2323,419155,18,6,2,1,1
2324,419155,20,2,2,1,2
2325,419156,2,2,2,1,2
2326,419156,2,5,1,2,1
2327,419156,3,4,2,1,1
2328,419156,5,1,1,2,1
2329,419156,5,4,1,1,2
2330,419156,6,6,2,3,2
2331,419156,8,1,2,1,2
2332,419156,8,2,2,1,2
2333,419156,9,3,4,1,1
2334,419156,15,4,1,2,2
2335,419156,16,6,2,2,1
2336,419156,17,3,2,1,1
2337,419156,17,3,1,1,2
2338,419156,18,2,2,1,2
2339,419156,18,4,2,1,2
2340,419156,20,3,2,1,2
2341,419157,1,2,1,1,2
2342,419157,2,2,1,1,2
2343,419157,3,4,1,4,1
2344,419157,3,5,1,1,2
2345,419157,4,2,2,1,1
2346,419157,4,5,2,1,1
2347,419157,4,6,4,1,1
2348,419157,4,7,4,1,1
2349,419157,5,5,1,1,2
2350,419157,6,6,2,1,2
2351,419157,10,1,1,2,2
2352,419157,16,3,1,1,1
2353,419157,17,3,4,1,2
2354,419157,17,4,2,1,1
2355,419158,1,1,2,5,2
2356,419158,2,3,2,1,2
2357,419158,3,5,2,5,2
2358,419158,4,5,1,1,1
2359,419158,5,1,2,1,1
2360,419158,7,2,1,4,1
2361,419158,8,6,2,5,1
2362,419158,8,6,2,1,2
2363,419158,10,3,2,1,2
2364,419158,11,4,1,1,2
2365,419158,12,2,2,1,1
2366,419158,13,6,1,1,2
2367,419158,18,1,2,5,1
2368,419158,18,3,2,1,1
2369,419158,20,2,2,1,1
2370,419158,20,7,3,1,1
2371,419159,2,6,2,1,1
2372,419159,7,2,1,1,2
2373,419159,8,2,4,1,1
2374,419159,8,7,1,1,1
2375,419159,11,2,2,1,1
2376,419159,13,3,1,4,1
2377,419160,1,1,2,2,1
2378,419160,4,3,2,2,2
2379,419160,5,3,3,4,2
2380,419160,5,5,2,3,1
2381,419160,10,3,2,1,2
2382,419160,11,4,2,1,2
2383,419160,13,4,2,5,2
2384,419160,17,2,4,1,1
2385,419160,19,4,4,1,1
2386,419160,19,6,2,1,1
2387,419161,1,4,1,1,1
2388,419161,3,2,2,1,1
2389,419161,3,3,1,1,1
2390,419161,3,3,2,1,2
2391,419161,3,6,2,1,1
2392,419161,5,6,2,1,2
2393,419161,6,5,2,1,2
2394,419161,7,1,2,1,2
2395,419161,7,2,1,4,2
2396,419161,11,4,4,1,1
2397,419161,14,2,1,1,1
2398,419161,15,3,2,1,2
2399,419161,15,5,2,1,2
2400,419161,16,2,2,1,1
2401,419161,16,6,1,2,2
2402,419161,17,1,2,1,1
2403,419161,19,4,2,1,2
2404,419162,3,3,2,1,1
2405,419162,5,2,2,1,1
2406,419162,5,7,1,1,1
2407,419162,7,5,1,1,1
2408,419162,7,6,3,1,2
2409,419162,8,4,2,1,1
2410,419162,9,3,2,5,1
2411,419162,10,2,2,1,2
2412,419162,10,6,1,2,1
2413,419162,14,3,2,2,1
2414,419162,15,1,2,1,1
2415,419162,17,3,1,1,2
2416,419162,19,3,2,1,2
2417,419162,20,5,1,1,2
2418,419163,1,3,2,1,2
2419,419163,1,4,2,1,2
2420,419163,3,5,2,1,2
2421,419163,5,6,2,1,2
2422,419163,8,2,3,1,1
2423,419163,8,3,2,1,2
2424,419163,9,6,2,1,2
2425,419163,13,3,2,1,2
2426,419163,19,2,2,2,1
2427,419164,1,1,2,1,1
2428,419164,2,2,2,1,1
2429,419164,3,2,1,1,1
2430,419164,5,1,2,1,2
2431,419164,6,2,2,1,2
2432,419164,6,5,1,1,2
2433,419164,8,2,2,1,2
2434,419164,12,4,2,1,2
2435,419164,14,4,1,1,2
2436,419164,15,4,2,1,1
2437,419164,16,3,1,2,2
2438,419164,16,5,1,1,2
2439,419164,18,4,4,1,2
2440,419164,18,5,1,1,1
2441,419165,4,2,1,1,1
2442,419165,7,3,2,1,1
2443,419165,11,5,2,1,2
2444,419165,14,2,2,1,2
2445,419165,17,4,1,1,1
2446,419165,18,3,4,1,2
2447,419165,20,3,1,1,2
2448,419165,20,5,1,1,2
2449,419166,3,1,1,1,2
2450,419166,3,6,2,1,2
2451,419166,4,3,2,1,1
2452,419166,6,2,2,1,2
2453,419166,13,3,4,5,2
2454,419166,13,7,2,1,2
2455,419166,14,5,1,1,1
2456,419166,14,6,1,1,1
2457,419166,14,6,2,1,2
2458,419166,16,2,1,1,2
2459,419166,17,5,2,5,2
2460,419166,18,3,2,1,1
2461,419166,20,2,3,1,1
2462,419166,20,4,3,1,1
2463,419167,2,4,2,1,1
2464,419167,3,3,2,5,1
2465,419167,4,6,2,1,1
2466,419167,5,4,2,1,1
2467,419167,7,2,2,1,2
2468,419167,7,4,2,1,2
2469,419167,10,4,1,1,1
2470,419167,10,5,2,1,2
2471,419167,11,4,4,1,2
2472,419167,12,2,2,1,2
2473,419167,13,2,2,1,2
2474,419167,13,3,1,1,2
2475,419167,16,1,2,1,2
2476,419167,17,3,4,1,1
2477,419167,17,7,4,1,1
2478,419167,17,8,1,1,1
2479,419167,18,3,1,1,2
2480,419167,20,3,2,1,1
2481,419167,20,5,2,1,2
2482,419168,1,1,2,1,1
2483,419168,2,3,2,1,1
2484,419168,2,3,1,1,2
2485,419168,5,4,1,1,1
2486,419168,5,6,3,2,1
2487,419168,6,6,2,1,1
2488,419168,7,5,1,1,2
2489,419168,8,1,1,1,1
2490,419168,13,2,2,1,2
2491,419168,13,6,3,1,1
2492,419168,15,3,2,5,2
2493,419168,16,2,1,1,1
2494,419168,17,1,1,1,1
2495,419168,18,3,1,1,1
2496,419168,19,6,3,4,1
2497,419168,20,6,3,1,1
2498,419169,2,4,1,1,1
2499,419169,2,6,1,1,2
2500,419169,3,5,2,1,1
2501,419169,5,1,2,1,1
2502,419169,6,4,2,1,2
2503,419169,10,2,3,1,2
2504,419169,12,4,2,1,1
2505,419170,3,5,2,1,2
2506,419170,6,1,2,1,1
2507,419170,6,1,2,1,2
2508,419170,6,7,1,1,1
2509,419170,7,5,1,4,2
2510,419170,10,1,1,1,1
2511,419170,10,6,1,1,2
2512,419170,11,4,3,1,2
2513,419170,14,1,2,1,2
2514,419170,14,2,2,1,2
2515,419170,15,1,2,1,1
2516,419170,15,3,1,1,2
2517,419170,16,1,2,1,2
2518,419170,17,4,2,1,1
2519,419170,17,5,1,1,1
2520,419170,20,5,2,5,1
2521,501203,3,3,2,5,2
2522,501203,4,5,2,2,1
2523,501203,6,4,2,1,2
2524,501203,9,1,3,1,1
2525,501203,15,6,2,1,2
2526,501203,20,6,1,1,2
2527,501204,3,2,2,1,2
2528,501204,5,2,1,1,2
2529,501204,6,3,4,1,2
2530,501204,7,3,2,4,1
2531,501204,18,1,4,1,2
2532,501204,18,2,1,1,2
2533,501205,1,2,1,1,1
2534,501205,1,2,2,1,2
2535,501205,1,6,1,4,2
2536,501205,3,2,2,1,2
2537,501205,3,4,1,1,1
2538,501205,3,5,2,1,2
2539,501205,4,3,2,1,2
2540,501205,6,2,4,1,1
2541,501205,9,2,4,1,2
2542,501205,9,6,4,1,2
2543,501205,11,3,2,1,1
2544,501205,12,5,2,1,2
2545,501205,13,3,2,5,1
2546,501205,13,7,2,1,1
2547,501205,15,2,2,1,2
2548,501205,19,2,2,1,2
2549,501205,20,5,3,1,1
2550,501206,2,3,2,1,2
2551,501206,2,5,2,1,1
2552,501206,3,1,1,1,2
2553,501206,4,6,2,1,2
2554,501206,5,1,2,1,2
2555,501206,6,1,1,1,2
2556,501206,7,4,1,1,2
2557,501206,10,2,3,1,2
2558,501206,11,3,2,1,1
2559,501206,12,4,2,1,2
2560,501206,13,6,2,1,1
2561,501206,14,3,2,1,2
2562,501206,17,1,2,1,2
2563,501206,17,4,2,1,1
2564,501206,17,6,2,1,2
2565,501207,1,5,2,1,2
2566,501207,2,1,2,1,1
2567,501207,4,4,1,1,2
2568,501207,5,1,1,4,1
2569,501207,6,4,4,1,1
2570,501207,7,2,2,1,1
2571,501207,10,6,2,1,2
2572,501207,14,1,2,1,2
2573,501207,18,3,2,1,1
2574,501207,18,5,2,1,1
2575,501207,19,5,2,1,1
2576,501208,2,1,2,1,2
2577,501208,5,6,3,1,1
2578,501208,6,4,1,1,1
2579,501208,8,5,1,1,2
2580,501208,10,2,3,4,1
2581,501208,11,2,2,1,2
2582,501208,12,6,1,1,2
2583,501208,13,1,3,1,2
2584,501208,14,3,2,1,1
2585,501208,16,3,2,1,1
2586,501208,16,6,1,1,2
2587,501208,17,4,1,1,1
2588,501208,18,3,2,1,1
2589,501208,18,4,2,1,2
2590,501208,19,5,3,1,2
2591,501208,20,6,2,1,2
2592,501209,1,1,4,1,2
2593,501209,1,2,4,1,2
2594,501209,2,1,1,4,2
2595,501209,2,6,2,1,1
2596,501209,3,1,3,4,2
2597,501209,4,1,2,1,2
2598,501209,4,5,2,1,1
2599,501209,4,6,1,1,1
2600,501209,5,6,1,1,1
2601,501209,10,6,1,1,1
2602,501209,15,4,1,1,2
2603,501209,18,3,1,1,1
2604,501209,19,5,2,1,1
2605,501209,20,3,4,2,1
2606,501210,1,3,2,1,2
2607,501210,2,1,1,1,1
2608,501210,2,3,1,1,1
2609,501210,3,5,1,1,2
2610,501210,5,1,1,1,1
2611,501210,5,2,2,1,1
2612,501210,5,3,1,1,1
2613,501210,8,6,4,1,2
2614,501210,11,2,1,1,1
2615,501210,11,3,2,1,1
2616,501210,12,1,1,1,1
2617,501210,15,1,2,1,1
2618,501210,16,3,3,4,1
2619,501210,17,3,1,1,1
2620,501210,20,2,2,1,1
2621,501211,3,3,2,1,2
2622,501211,3,5,1,2,1
2623,501211,5,4,1,1,1
2624,501211,11,3,2,1,1
2625,501211,19,6,4,1,1
2626,501212,2,1,2,1,2
2627,501212,2,5,2,1,2
2628,501212,2,8,2,1,2
2629,501212,4,4,2,1,2
2630,501212,6,5,1,1,2
2631,501212,8,3,1,2,1
2632,501212,9,3,2,1,2
2633,501212,12,6,2,1,2
2634,501212,14,1,2,1,1
2635,501212,14,2,4,1,1
2636,501212,15,4,2,1,2
2637,501212,16,2,2,1,2
2638,501212,17,3,2,1,2
2639,501212,17,4,2,1,2
2640,501212,18,5,1,1,1
2641,501212,20,4,2,5,1
2642,501212,20,7,3,1,1
2643,501213,1,5,2,1,1
2644,501213,2,1,2,1,1
2645,501213,2,2,4,1,1
2646,501213,3,3,4,1,2
2647,501213,4,3,4,1,1
2648,501213,5,6,1,1,1
2649,501213,7,5,2,1,1
2650,501213,9,6,1,1,2
2651,501213,12,5,4,1,2
2652,501213,13,3,1,1,2
2653,501213,13,5,1,1,1
2654,501213,19,1,1,1,2
2655,501213,19,5,4,1,2
2656,501213,20,2,2,1,2
2657,501213,20,3,2,1,2
2658,501214,1,2,2,1,1
2659,501214,1,3,3,1,1
2660,501214,1,4,2,2,2
2661,501214,2,2,2,1,1
2662,501214,2,2,2,1,2
2663,501214,2,5,2,1,1
2664,501214,3,1,2,1,1
2665,501214,5,6,2,1,1
2666,501214,7,5,2,1,1
2667,501214,14,6,2,1,1
2668,501214,14,7,1,1,1
2669,501214,15,5,4,1,2
